observation,price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
316,305000,4,2.25,1,0,0,3,8,600,1979,0,47.4441,-122.125,2150,7350
317,487000,3,2,1,0,0,5,8,870,1948,0,47.7357,-122.333,1570,8162
318,390000,3,2.5,1,0,0,4,8,0,1988,0,47.346,-122.157,2350,57500
319,548000,2,1,1,0,0,4,7,300,1916,0,47.6638,-122.345,1570,3864
320,268750,4,1,1,0,0,3,6,0,1943,0,47.48,-122.336,1310,8775
321,819900,5,2.75,2,0,0,3,9,0,2013,0,47.6759,-122.151,1560,8384
322,520000,3,2.25,2,0,0,3,8,0,1984,0,47.5162,-122.057,2660,17958
323,230000,3,2,1,0,0,3,7,0,2003,0,47.2639,-122.252,1520,9518
324,240000,3,1.75,1,0,0,3,7,0,1969,0,47.2929,-122.371,1510,9753
325,232000,2,1,1,0,0,3,6,280,1922,1984,47.4957,-122.352,1820,7460
326,240500,2,1,1,0,0,3,6,280,1922,1984,47.4957,-122.352,1820,7460
327,274975,3,2.5,2,0,0,3,9,0,1987,0,47.7721,-122.093,3080,35781
328,740000,4,2,1.5,0,0,4,9,0,1922,0,47.644,-122.319,2320,5500
329,186375,3,1,1,0,0,2,7,0,1952,0,47.472,-122.344,1150,7600
330,790000,3,2.25,1,0,0,4,9,780,1977,0,47.592,-122.166,2500,10004
331,880000,4,3.5,2,0,0,3,9,910,1951,2002,47.669,-122.275,2370,6120
332,279000,6,1.75,2,0,0,4,7,0,1955,0,47.42,-122.323,1590,7955
333,295000,3,2,1,0,2,3,8,0,1991,0,47.1913,-122.012,1910,10450
334,640000,2,1,1,0,0,3,7,0,1924,0,47.6666,-122.331,1710,5000
335,940000,4,2,2,0,0,5,9,0,1968,0,47.5639,-122.217,2770,9525
336,260000,4,2.5,2,0,0,3,7,0,2003,0,47.3483,-122.052,1800,5894
337,559900,3,2.75,1,0,0,3,9,1070,2004,0,47.7648,-122.164,2580,11045
338,791500,4,2,1.5,0,0,5,7,0,1911,0,47.6794,-122.357,1820,3750
339,265000,3,1.75,1,0,0,3,7,0,1954,0,47.7535,-122.354,1740,8000
340,245000,3,1.75,1,0,0,3,7,0,1954,0,47.4945,-122.22,880,78408
341,485000,4,1.75,2,0,0,4,7,0,1962,0,47.6945,-122.093,2560,14764
342,684000,4,3.5,2,0,0,3,9,620,2010,0,47.5222,-122.157,3470,8066
343,425000,3,1.75,1,0,0,3,8,1200,1957,0,47.7222,-122.32,1580,8691
344,309600,4,1.75,1,0,0,4,6,0,1991,0,47.3796,-122.49,1660,20000
345,552250,4,2.5,2,0,0,3,8,0,2002,0,47.5374,-121.875,2380,5823
346,165000,4,1,1,0,0,3,6,0,1943,0,47.4897,-122.24,1020,7138
347,239900,4,1,1,0,0,3,6,0,1943,0,47.4897,-122.24,1020,7138
348,320000,2,1,1,0,0,4,6,0,1930,0,47.4716,-122.078,1360,32156
349,206600,3,2,1,0,0,4,7,0,1987,0,47.3581,-122.173,1720,12080
350,387000,4,1.75,1,0,0,3,7,1250,1973,0,47.7713,-122.307,2040,8646
351,299000,1,0.75,1,0,0,3,4,0,1967,0,47.675,-121.854,1300,19207
352,855000,4,2.75,2,0,0,3,9,0,1965,0,47.5603,-122.222,2610,10180
353,315000,3,1,1,0,0,4,7,600,1954,0,47.4147,-122.337,1940,14400
354,437500,2,1,1,0,2,5,7,200,1907,0,47.68,-122.353,1930,3120
355,252000,4,1.5,1,0,0,4,7,500,1969,0,47.3117,-122.27,1640,22654
356,375000,4,1.75,1,0,0,5,7,1100,1955,0,47.543,-122.28,1600,5766
357,300000,4,2.5,2,0,0,3,7,0,2005,0,47.3607,-122.034,2010,5091
358,420000,4,1,1.5,0,0,4,7,0,1954,0,47.5759,-122.137,1750,10530
359,900000,3,1,1,0,0,3,7,0,1928,1954,47.6891,-122.159,1340,17689
360,679900,3,2.5,2,0,2,3,9,460,2000,0,47.565,-122.381,1520,5750
361,463000,3,2.5,2,0,0,3,7,0,1992,0,47.6359,-121.974,1580,28399
362,380000,5,2.5,2,0,0,4,9,0,1978,0,47.4769,-122.141,2470,11340
363,329500,4,2.5,2,0,0,3,7,0,1994,0,47.3845,-122.029,1820,8168
364,604950,3,2.5,1,0,0,3,8,770,2013,0,47.6743,-122.184,2040,9363
365,795000,5,2.5,1,0,2,4,8,1400,1966,0,47.5651,-122.164,2920,8800
366,465000,3,2,2,0,0,3,7,0,1994,0,47.4853,-121.709,1380,44049
367,673000,4,2.5,2,0,0,3,9,0,2002,0,47.4508,-122.359,2140,17449
368,810000,4,2.5,2,0,0,3,10,0,1991,0,47.6375,-122.016,3400,21455
369,785000,4,2.75,1,0,0,4,8,530,1989,0,47.5944,-122.042,2770,24361
370,338000,4,3,1,0,0,3,7,720,1986,0,47.4888,-122.182,1810,7650
371,280000,3,2.25,2,0,0,3,7,0,1993,0,47.5112,-122.19,1430,7220
372,315000,4,2.25,1,0,0,5,7,1080,1954,0,47.7711,-122.341,1810,6929
373,530000,4,2.25,1,0,0,5,7,1080,1954,0,47.7711,-122.341,1810,6929
374,380000,5,3,2,0,0,3,9,0,2004,0,47.2813,-122.345,2860,9721
375,297000,3,2.25,2,0,0,3,7,0,1994,0,47.5038,-122.189,1650,7625
376,730000,4,2.5,2,0,0,3,10,0,2004,0,47.5823,-121.97,3480,7447
377,450000,3,1.75,1,0,0,3,7,530,1940,0,47.7164,-122.304,1770,12600
378,275000,3,3,1,0,0,3,7,530,1997,0,47.3624,-122.045,1680,7500
379,595000,4,2,2,0,0,3,7,0,1960,0,47.6831,-122.329,1910,3120
380,435000,3,1.5,1.5,0,0,3,7,0,1904,2014,47.592,-122.307,1590,2577
381,270000,2,1.5,1,0,0,1,6,0,1954,0,47.7461,-122.195,3130,19868
382,950000,3,3,2,0,0,3,10,1010,1986,0,47.7268,-122.06,3360,14142
383,389000,4,2.25,2,0,0,3,7,0,2001,0,47.7237,-121.959,2300,6930
384,560000,4,2.25,1,0,0,3,8,970,1968,0,47.6283,-122.095,2420,8050
385,1.35E+06,5,3.5,2,0,2,3,11,1320,1998,0,47.5543,-122.148,4050,19009
386,799000,4,2.25,2,0,0,4,8,0,1969,0,47.5483,-122.226,2450,9691
387,365500,3,2,1,0,0,4,7,0,1983,0,47.7591,-122.146,1410,9600
388,252350,3,2,1,0,0,3,7,490,1979,0,47.4612,-122.169,1710,7350
389,403950,4,2.5,2,0,0,3,8,0,1993,0,47.4987,-122.365,1880,12000
390,385000,4,1.5,1,0,0,3,7,660,1954,0,47.772,-122.358,1610,10020
391,345000,4,1,1.5,0,0,3,7,0,1957,0,47.5287,-122.35,1450,7620
392,490000,3,2.75,2,0,0,4,9,0,1979,0,47.6109,-122.114,1950,2856
393,330000,3,2.5,2,0,0,3,8,0,2005,0,47.7736,-121.901,1790,27743
394,927000,4,2.75,2,0,0,3,8,0,1953,0,47.6294,-122.218,3180,12239
395,1.12E+06,4,2.5,2,0,1,4,10,0,1983,0,47.5634,-122.213,3600,16553
396,330000,2,1,1,0,0,5,7,0,1950,0,47.7405,-122.241,2000,9600
397,530000,5,2.25,1,0,0,4,7,1220,1958,0,47.5976,-122.118,2110,8800
398,365000,4,2,1,0,0,1,8,0,1962,0,47.5722,-122.129,2000,10071
399,378750,3,2.5,1.5,0,0,3,7,900,1909,2011,47.5644,-122.289,1060,3500
400,269900,4,1.75,1.5,0,0,4,7,0,1968,0,47.4556,-122.157,1390,8750
401,557000,3,3.5,2,0,0,3,8,420,2008,0,47.6055,-122.305,1630,1543
402,360000,4,1.75,1,0,0,4,7,1580,1974,0,47.1775,-122.022,1880,16963
403,352000,2,1,1,0,0,4,7,0,1937,0,47.6879,-122.385,1560,4500
404,437000,3,2.5,2,0,0,3,8,0,1994,0,47.4807,-121.779,2430,22357
405,322500,4,2.5,2,0,0,3,7,0,1994,0,47.3845,-122.032,1820,7107
406,650000,3,3.25,2,0,0,3,9,180,2001,0,47.5815,-122.402,1510,1352
407,450000,3,2,3,0,0,3,8,0,2001,0,47.6609,-122.344,1290,3235
408,278500,3,2,1,0,0,3,7,0,1998,0,47.3163,-122.188,1570,5250
409,364950,4,2.5,2,0,0,3,8,0,1995,0,47.4309,-122.191,2090,6996
410,840000,4,3.5,1,0,4,4,10,0,1986,0,47.401,-122.026,3180,36852
411,268000,3,2.5,2,0,0,3,7,0,1991,0,47.404,-122.191,1550,8134
412,517534,2,1,1,0,0,3,5,0,2006,0,47.3889,-122.482,1380,143947
413,632925,3,2.5,2,0,0,4,8,0,1978,0,47.7718,-122.095,2990,36497
414,577500,3,2.5,2,0,0,3,9,0,1995,0,47.7067,-122.2,2450,8118
415,339000,4,1.5,1.5,0,2,3,7,0,1920,0,47.504,-122.227,2850,6867
416,570000,3,1.75,1,0,0,4,7,1380,1967,0,47.7015,-122.164,2520,18295
417,563500,4,1.75,1,0,0,3,7,475,1964,0,47.5753,-121.95,2690,174240
418,423000,4,2.25,1,0,0,5,7,910,1962,0,47.7448,-122.333,1910,8660
419,355000,3,2.25,2,0,0,3,8,0,2012,0,47.7318,-121.982,2320,5465
420,1.55E+06,5,4.25,2,0,0,3,12,0,1999,0,47.5954,-121.95,4680,211267
421,482000,2,1,1,0,0,3,7,0,1941,0,47.6885,-122.337,1320,4050
422,625000,3,1.75,1,0,0,5,7,0,1955,0,47.5724,-122.179,1580,9800
423,538000,3,2.5,2,0,0,3,8,0,1988,0,47.5272,-122.169,2360,11632
424,380000,3,2.5,2,0,0,4,8,0,1985,0,47.4334,-122.161,2310,10094
425,375000,2,1,1,0,0,3,7,0,1909,0,47.6073,-122.308,1300,5120
426,245000,3,2.5,1,0,0,5,7,500,1996,0,47.3592,-122.046,1850,8140
427,310000,5,1.75,1,0,0,4,7,0,1947,1974,47.4546,-122.337,1620,39480
428,1.30E+06,3,2,1,0,0,4,8,580,1976,0,47.6408,-122.219,3530,15715
429,397000,4,2,1,0,0,3,7,240,1971,0,47.7245,-122.2,1460,9660
430,365000,3,2.5,2,0,0,3,8,0,2005,0,47.4362,-122.178,2310,5082
431,328500,4,3,2,0,0,3,9,0,1990,0,47.3739,-122.156,2290,8250
432,988000,4,3,2,0,0,3,11,0,1987,0,47.7205,-122.127,3930,21887
433,1.00E+06,4,2.5,1.5,0,0,5,8,690,1922,0,47.6636,-122.33,1810,3277
434,237000,3,2.5,2,0,0,3,7,0,2005,0,47.4324,-122.197,1490,2094
435,525000,4,2.5,2,0,0,3,8,0,2003,0,47.7734,-122.224,2300,4674
436,749000,4,2.5,1,0,0,3,9,270,1976,2014,47.559,-122.164,2140,9131
437,722500,5,2.5,2,0,0,3,10,1400,1983,0,47.633,-122.041,3180,11398
438,843000,3,2.5,2,0,0,3,10,0,1991,0,47.6954,-122.103,2860,9003
439,438000,2,2,3,0,0,3,8,0,2000,0,47.6776,-122.318,1610,3090
440,578000,3,1.75,1,0,2,3,8,580,1977,0,47.504,-122.382,2460,11760
441,227950,3,1.5,1,0,0,5,7,0,1954,0,47.2613,-122.255,2077,4910
442,196000,3,2.25,2,0,0,3,7,0,1974,0,47.3417,-122.271,1890,7519
443,641000,2,1,1,0,0,3,8,350,1953,0,47.6694,-122.275,2400,5406
444,350000,3,1.5,1,0,0,4,6,0,1980,0,47.4056,-121.955,1930,210394
445,205000,3,1,1,0,0,4,7,0,1960,0,47.3838,-122.289,1150,8050
446,400000,3,1.75,1,0,0,3,7,0,1968,0,47.7487,-122.082,1920,9760
447,1.03E+06,3,2.5,1,0,0,3,10,935,2005,0,47.5534,-122.078,3630,7704
448,505000,3,2,1,0,0,3,7,0,1972,0,47.7355,-122.18,1510,5460
449,475000,5,2.5,1,0,0,3,7,1040,1975,0,47.7206,-122.211,1930,7221
450,520000,3,2.25,1,0,0,5,8,1150,1977,0,47.7691,-122.262,2580,9450
451,1.45E+06,3,4.5,2,0,2,3,10,710,1977,1999,47.7183,-122.258,2610,13838
452,333500,3,1.75,1,0,0,3,7,0,1965,0,47.7736,-122.214,1630,10007
453,232000,3,1,1,0,0,4,6,0,1976,0,47.362,-122.029,1230,10209
454,691100,3,2.75,1,0,0,4,8,650,1983,0,47.5698,-122.121,2120,16117
455,811000,3,1.75,1,0,0,4,8,0,1960,0,47.5505,-122.221,1900,10005
456,551000,3,2.5,2,0,0,3,9,0,2001,0,47.7605,-122.234,2500,5788
457,496500,3,2.5,2,0,0,3,8,0,1994,0,47.7356,-122.157,2350,3710
458,705000,3,3,2,1,3,4,9,200,1980,0,47.3844,-122.438,2280,75396
459,578000,4,2.5,1,0,2,5,9,1370,1966,0,47.4904,-122.226,2460,9600
460,255000,3,1.75,1,0,0,5,7,0,1986,0,47.3663,-122.089,1490,8223
461,1.05E+06,4,3.5,2,0,0,3,10,0,2007,0,47.5637,-122.123,3220,8567
462,348000,3,2.25,2,0,0,4,8,0,1989,0,47.3759,-122.125,2400,8049
463,230000,3,2,2,0,0,3,7,0,1985,0,47.3912,-122.167,1570,3777
464,359500,4,2.25,2,0,0,3,9,0,1988,0,47.3305,-122.371,2480,11250
465,330000,3,1,1,0,0,3,6,0,1953,0,47.7617,-122.357,1220,7000
466,80000,1,0.75,1,0,0,2,4,0,1912,0,47.6499,-121.909,1200,7500
467,465000,3,1.75,1,0,0,3,7,0,1954,0,47.7311,-122.353,1480,6360
468,325000,4,2.5,2,0,0,3,8,0,1997,0,47.3701,-122.107,2100,7329
469,340500,3,2,1,0,0,4,7,350,1947,0,47.4857,-122.318,1770,14833
470,342500,3,2.5,2,0,0,3,8,0,1993,0,47.3724,-122.042,1810,6200
471,290900,2,2,2,0,0,3,6,0,1930,1983,47.4855,-122.266,1310,12950
472,868700,3,4.25,2,0,0,3,10,0,2000,0,47.6336,-122.064,3230,7709
473,1.20E+06,4,2.75,2,0,1,3,9,980,1928,2013,47.717,-122.281,2820,8400
474,1.15E+06,4,3.25,2,0,0,3,11,1040,2000,0,47.6332,-122.066,4300,11919
475,859900,4,2.75,2,0,0,3,9,0,2011,0,47.5906,-122.062,3390,7111
476,520000,4,2.25,2,0,0,3,7,0,2003,0,47.5461,-121.998,1580,3000
477,460000,3,2.5,2,0,2,3,9,530,2005,0,47.5674,-122.29,1610,4173
478,438924,3,1.5,1,0,0,3,7,200,1949,0,47.6943,-122.29,1770,5400
479,315000,2,1,1,0,0,3,5,0,1918,0,47.5486,-122.38,1420,6550
480,590000,4,2.75,1,0,2,3,8,1130,1975,0,47.6658,-122.188,2920,10988
481,378500,4,1.75,1,0,0,3,7,850,1955,0,47.5772,-122.153,1620,9000
482,328500,3,2.5,2,0,0,4,9,0,1990,0,47.3875,-122.161,2350,7691
483,849950,3,3,2,0,0,4,8,0,1973,0,47.6344,-122.174,2230,11553
484,525000,3,1.5,1,0,2,3,7,450,1950,0,47.5275,-122.391,1730,6012
485,1.39E+06,4,3.25,2.5,0,0,3,9,0,1993,0,47.6179,-122.005,3850,181319
486,295000,4,2.5,1,0,0,4,8,700,1978,0,47.3078,-122.378,2060,8250
487,1.07E+06,6,3.5,2,0,0,3,11,1000,1998,0,47.5521,-122.137,3600,11793
488,207950,2,2,1,0,0,3,6,0,1917,0,47.5158,-122.264,1860,5000
489,699900,4,2.75,2,0,0,3,9,0,2002,0,47.5985,-121.977,2820,7302
490,1.28E+06,5,2.5,2,0,1,4,8,0,1977,0,47.5645,-122.082,3080,11081
491,452000,4,1.5,1,0,0,4,7,620,1963,0,47.6734,-122.154,1560,7350
492,370000,3,2,1,0,1,4,7,0,1987,0,47.4734,-122.186,1680,4921
493,232000,3,1.75,1,0,0,5,7,0,1968,0,47.3811,-122.087,1300,10794
494,669950,5,2.5,2,0,0,4,7,440,1960,0,47.7081,-122.215,1910,10392
495,397500,3,2,1,0,0,3,7,440,1972,0,47.7193,-122.216,1660,6600
496,490000,2,2.5,2,0,0,3,8,360,2004,0,47.6192,-122.301,1240,1350
497,725000,4,2,2,0,0,3,9,400,1925,2003,47.5836,-122.387,1440,4420
498,299000,3,2.75,1,0,2,4,7,1470,1958,0,47.3841,-122.284,2424,12410
499,625000,2,1.5,1.5,0,0,4,7,300,1900,0,47.5872,-122.39,1590,4025
500,437500,3,2.5,2,0,0,3,7,0,2000,0,47.5322,-121.88,2530,4816
501,650000,4,2.5,2,0,0,3,9,0,2003,0,47.5416,-121.864,3030,5335
502,475000,2,1,1,0,0,3,7,630,1929,0,47.6799,-122.381,1460,3825
503,342000,3,2,1,0,0,4,8,0,1966,0,47.3672,-122.151,2200,12825
504,1.20E+06,4,2.5,2,0,0,3,10,0,1999,0,47.684,-122.205,2720,10000
505,280000,3,1.5,1,0,0,4,7,0,1963,0,47.4404,-122.191,1930,10200
506,240000,2,1.75,1,0,0,3,7,0,1993,0,47.4467,-122.281,1450,11682
507,529000,3,1,1.5,0,0,4,7,0,1924,0,47.6729,-122.363,1640,3333
508,442000,3,1,1,0,0,4,7,160,1941,0,47.5346,-122.385,1690,5100
509,615000,2,1,1,0,0,4,7,720,1946,0,47.6454,-122.373,1420,5538
510,1.49E+06,4,3.75,2,0,0,3,10,0,2006,0,47.6821,-122.196,2160,7200
511,585000,4,1.75,1,0,0,4,8,850,1981,0,47.7206,-122.11,1980,8750
512,480000,4,2.5,2,0,0,3,8,0,2005,0,47.4877,-122.139,2830,7787
513,1.10E+06,5,3.5,2,0,0,4,9,0,1990,0,47.6554,-122.018,2900,50529
514,290000,4,1,1.5,0,0,3,7,0,1949,0,47.7343,-122.347,1220,660
515,615000,3,1.75,1,0,0,5,7,950,1951,0,47.5789,-122.393,1770,5000
516,300000,2,1,1,0,0,4,7,0,1950,0,47.7439,-122.339,1460,7680
517,308000,3,1,1.5,0,0,3,6,400,1932,0,47.3818,-122.225,1860,11811
518,750000,3,2.5,2,0,0,3,9,0,2001,0,47.6734,-122.173,2080,8615
519,2.25E+06,4,2.25,2.5,0,0,5,9,1370,1916,0,47.6415,-122.285,2950,9323
520,890000,4,3.25,2,0,0,3,10,0,2005,0,47.4711,-122.084,2200,178160
521,288000,3,1,1,0,0,5,6,0,1958,0,47.452,-122.177,1190,7560
522,190000,2,1,1,0,0,3,6,0,1943,2005,47.4973,-122.221,1470,6840
523,515000,5,3,1,0,0,3,8,1010,2005,0,47.7546,-122.341,2290,4011
524,235000,4,1.5,1,0,0,4,5,0,1930,0,47.4667,-122.215,1690,9040
525,275000,2,1,1,0,0,3,6,0,1951,0,47.5186,-122.374,940,5000
526,727500,2,2,1,0,0,4,7,0,1952,0,47.6221,-122.193,1380,9121
527,650000,4,2.5,2,0,0,3,7,0,2003,0,47.683,-122.039,2740,6587
528,1.60E+06,6,5,2,0,3,3,11,0,2001,0,47.6033,-121.943,4210,233971
529,365000,4,1,1.5,0,0,3,6,0,1944,0,47.7315,-122.305,1320,7085
530,662000,3,1.75,1,0,0,3,9,0,1984,0,47.6917,-122.084,2590,28837
531,270500,3,2.5,1,0,0,3,7,460,1978,0,47.3608,-122.056,1680,7848
532,200000,2,1.5,2,0,0,3,7,0,1978,0,47.2852,-122.19,1360,1898
533,970000,4,3.25,2,0,0,3,10,0,1987,0,47.5931,-122.071,3340,49206
534,160000,3,1.5,1,0,0,4,7,0,1962,0,47.4097,-122.316,1400,9660
535,204000,3,1,1,0,0,4,6,0,1971,0,47.3105,-122.021,1580,7405
536,358000,3,2.25,2,0,0,4,7,0,1985,0,47.4296,-122.161,1780,7529
537,452000,4,1.75,1,0,0,3,7,0,1979,0,47.7373,-122.197,1870,8190
538,595000,2,2,1,0,0,4,7,500,1900,0,47.6582,-122.345,1920,4000
539,249000,3,2,1,0,0,3,7,0,1994,0,47.3577,-122.16,1360,6987
540,346900,4,2.5,2,0,0,3,8,0,1999,0,47.449,-122.205,2230,5109
541,2.13E+06,3,2.5,2,1,4,4,12,0,1976,0,47.4169,-122.348,3980,104374
542,280000,4,2.5,2,0,0,3,7,0,2003,0,47.5025,-122.186,1560,4350
543,318888,4,1.75,1,0,0,4,8,50,1973,0,47.3644,-122.28,2120,9880
544,530000,3,2.25,1,0,0,3,8,0,1967,0,47.5896,-122.009,2480,13492
545,375000,3,2.25,2,0,0,4,8,0,1983,0,47.3914,-122.169,2120,14479
546,910000,4,2.5,2,0,0,3,11,0,1988,0,47.7197,-122.131,3920,24728
547,782000,4,2.5,2,0,0,4,10,0,1991,0,47.5623,-122.116,2560,9770
548,259950,2,2,2,0,0,3,9,350,2008,0,47.5213,-122.357,1070,928
549,315000,4,2.75,1,0,0,4,7,740,1979,0,47.4518,-122.16,1870,9588
550,215000,2,1,1,0,0,4,6,0,1943,0,47.4949,-122.3,1190,6490
551,705000,3,1.75,1,0,2,4,7,1040,1946,0,47.5885,-122.248,2180,8535
552,1.45E+06,3,3,2,0,3,5,10,800,1952,0,47.6452,-122.411,3080,7680
553,451000,3,1.75,2,0,0,3,7,0,1949,0,47.749,-122.305,1520,10125
554,261000,2,1,1,0,0,4,6,0,1943,0,47.4727,-122.198,1340,8750
555,396000,3,1.5,1,0,0,5,7,0,1956,0,47.7403,-122.256,1570,8692
556,725000,4,2.5,2,0,3,3,9,0,1999,0,47.5146,-122.117,3715,29170
557,1.95E+06,7,3.5,2,0,1,3,11,1780,1965,2003,47.5666,-122.231,3230,20697
558,238000,4,1,1.5,0,0,3,7,0,1959,0,47.4339,-122.291,1310,7314
559,750000,6,1.75,2,0,0,4,8,0,1973,0,47.6368,-122.097,2040,9563
560,331500,4,2.5,2,0,0,3,7,0,1998,0,47.3628,-122.075,2050,8103
561,460000,4,3,1,0,0,3,7,820,1978,0,47.52,-121.845,1960,65340
562,404950,4,2.25,1,0,0,4,8,0,1982,0,47.2953,-122.083,2340,107898
563,880000,3,2.5,2,0,0,3,9,0,2014,0,47.6935,-122.352,1630,7995
564,863000,4,2.5,2,0,0,3,10,0,1997,0,47.6239,-122.023,3180,7257
565,638700,3,1.75,1,0,0,3,7,710,1960,0,47.5846,-122.168,1870,8944
566,435000,3,2.5,2,0,0,3,7,0,2008,0,47.6969,-122.026,1600,4697
567,260000,3,1,1.5,0,0,4,6,0,1959,0,47.505,-122.259,1490,5350
568,671500,5,2.75,1.5,0,0,5,7,630,1927,0,47.667,-122.289,2040,4000
569,610000,3,1,1.5,0,0,3,8,0,1907,0,47.6376,-122.353,1440,3400
570,405000,2,0.75,1,0,0,4,6,290,1937,0,47.6929,-121.87,1870,25346
571,338900,4,2.5,2,0,0,3,7,0,2003,0,47.3572,-122.015,1830,5998
572,720000,4,4,2,0,0,3,10,0,2004,0,47.5816,-121.97,3480,7944
573,442000,5,3,1.5,0,0,4,7,800,1927,0,47.5502,-122.311,1080,5445
574,650000,5,2.75,1.5,0,0,5,8,0,1902,0,47.6136,-122.299,1590,3840
575,263500,3,1.75,1,0,0,3,7,290,1981,0,47.4478,-122.161,1330,9081
576,300000,2,1,1,0,0,4,7,0,1963,0,47.4219,-122.007,2010,98010
577,266000,3,2.5,2,0,0,3,7,0,2009,0,47.3521,-122.212,2095,3402
578,930000,4,4,2.5,0,2,3,9,1900,2009,0,47.7466,-122.029,2700,199504
579,530000,4,2.5,2,0,0,3,8,0,2004,0,47.7727,-122.229,2450,5471
580,180000,3,1,1,0,0,4,6,0,1965,0,47.3062,-122.371,1000,8470
581,619000,3,2.5,2,0,0,3,9,0,2005,0,47.5422,-121.86,3180,7320
582,264000,3,1.5,1,0,0,4,7,0,1962,0,47.3366,-122.306,1380,8976
583,730000,2,2.25,1.5,0,4,4,7,600,1941,0,47.573,-122.409,2130,4920
584,439000,4,2.25,2,0,0,3,7,0,1975,0,47.7258,-122.177,2060,8155
585,268500,4,1.75,1,0,0,4,7,340,1981,0,47.4025,-122.176,1500,7260
586,330000,3,1.75,1,0,0,3,7,0,1985,0,47.476,-121.755,1470,15744
587,640000,3,2.5,1.5,0,0,3,8,200,1903,2013,47.6045,-122.307,2160,5120
588,900000,3,2.5,2,0,0,4,11,0,1978,0,47.6366,-122.058,3030,12835
589,370000,3,2.25,2,0,0,4,8,0,1985,0,47.3725,-122.06,2470,14000
590,685000,3,2,1.5,0,0,5,8,730,1931,0,47.5897,-122.292,1910,3900
591,505000,3,1.5,1,0,0,3,7,820,1981,0,47.6277,-121.972,2450,165963
592,265000,3,1.75,1,0,0,4,7,0,1966,0,47.1803,-121.974,2050,43560
593,290000,3,2.5,2,0,0,3,8,0,2006,0,47.4489,-122.188,1610,3049
594,296000,4,2.5,2,0,0,3,7,0,2006,0,47.3665,-122.017,2020,3802
595,360000,4,2.5,2,0,0,3,7,0,1996,0,47.4964,-122.251,1830,8505
596,240500,3,1.75,1,0,0,3,7,470,1997,0,47.492,-122.317,1220,12012
597,372500,2,2.5,2,0,0,3,8,0,2007,0,47.5496,-122.373,1540,2385
598,595000,3,2.5,2,0,2,3,9,0,2004,0,47.5008,-121.776,3330,9691
599,515000,4,3,2,0,0,3,9,0,1997,0,47.2846,-122.341,2860,7995
600,1.22E+06,4,2.25,2,0,0,4,9,0,1962,0,47.5494,-122.216,3070,15263
601,507000,2,1.75,1,0,0,3,8,0,2004,0,47.7123,-122.027,2170,6254
602,399950,4,2,1,0,0,3,9,0,1984,0,47.3131,-122.115,2560,32186
603,185000,3,1.75,2,0,0,3,7,0,1994,0,47.3122,-121.996,1560,10816
604,460000,3,1.75,1,0,0,3,7,0,1980,0,47.6947,-122.125,1440,7210
605,435500,3,2.25,2,0,0,3,7,0,1985,0,47.5665,-122.018,1560,4490
606,469000,4,2.75,1,0,0,5,8,1450,1966,0,47.425,-122.283,2050,9000
607,531000,2,3,2,0,0,3,8,160,2000,0,47.6634,-122.34,1290,1800
608,443500,2,1,1,0,0,3,7,0,1949,0,47.7047,-122.373,1150,6930
609,223000,3,2,1,0,0,3,7,370,1990,0,47.3666,-122.084,1660,7586
610,590000,4,3.5,2,0,0,3,8,700,1996,0,47.7466,-122.242,2200,19400
611,340000,2,2.5,3,0,0,3,7,0,1997,0,47.6972,-122.35,1200,1415
612,650000,3,2,1,0,0,4,8,640,1925,0,47.6372,-122.395,1780,4050
613,533600,3,2.5,2,0,0,4,8,0,1990,0,47.5694,-122.001,2190,5085
614,695000,3,2.75,2,0,0,3,9,0,2005,0,47.6214,-122.024,2600,6344
615,242000,3,1.75,1.5,0,0,4,7,0,1988,0,47.3961,-122.188,1500,7777
616,425000,3,2.25,1,0,0,3,7,540,1967,0,47.7162,-122.309,1810,7515
617,525000,3,2.25,2,0,0,3,7,0,1981,0,47.6844,-122.113,1290,10125
618,485000,3,2.5,2,0,0,3,8,0,1988,0,47.5737,-122.018,2040,5411
619,175000,3,1,1,0,0,3,7,0,1971,0,47.4474,-121.771,1390,9650
620,210000,3,2,1,0,0,3,8,0,1983,0,47.3128,-122.184,1700,7245
621,260000,3,2.5,2,0,0,3,7,0,1989,0,47.4022,-122.171,1930,7536
622,577000,3,2.5,1,0,0,3,7,730,1976,0,47.5671,-122.391,1920,5750
623,200000,3,1.5,1,0,0,4,7,0,1958,0,47.2876,-122.212,1408,10588
624,605000,2,1.75,1,0,0,4,7,820,1927,0,47.682,-122.372,1530,5000
625,325000,3,1,1,0,0,4,6,0,1947,0,47.7125,-122.331,1440,6860
626,289500,3,1,1,0,0,4,6,140,1944,0,47.496,-122.239,1200,6600
627,559950,3,2.5,3,0,0,3,9,0,2014,0,47.5876,-122.309,1660,1784
628,1.04E+06,3,1.75,1,0,1,4,8,570,1941,0,47.6821,-122.273,2760,9375
629,543500,3,2.25,1,0,0,3,7,280,1970,0,47.6581,-122.396,1920,4000
630,480000,4,2.25,2,0,0,4,9,0,1983,0,47.3496,-122.094,3110,35982
631,218000,3,1,1,0,0,5,6,0,1982,0,47.1951,-122.001,1080,8610
632,565000,2,1.75,1,0,0,4,7,370,1914,1945,47.6539,-122.396,1620,6000
