bathrooms,floors,waterfront,view,condition_3,condition_4,condition_5,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,basement,renovated,yr_built,sqft_living15,logSqftLot15
0.75,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1937,1870,10.140376206
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2003,1830,8.6991813593
4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2004,3480,8.9801722057
2.75,1.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1902,1590,8.2532276456
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1981,1330,9.1139395977
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1963,2010,11.492824793
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2009,2095,8.132118773
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,2450,8.6072166941
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,3180,8.898365607
2.25,1.5,0,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1941,2130,8.5010638095
2.25,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1975,2060,9.0063865151
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1981,1500,8.8901351078
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1985,1470,9.6642146193
2.5,1.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1903,2160,8.540909718
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1966,2050,10.681894577
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2006,1610,8.022568947
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1997,1220,9.3936614291
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2007,1540,7.7769544033
3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1997,2860,8.9865716253
2.25,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1962,3070,9.6331868779
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,2170,8.740976538
1.75,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1994,1560,9.2887817983
2.25,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1985,1560,8.4096079807
3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2000,1290,7.4955419439
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1949,1150,8.8436150922
2.5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1997,1200,7.2548848101
1.75,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1988,1500,8.9589259387
2.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1967,1810,8.9246563022
2.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1976,1920,8.6569551338
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1927,1530,8.5171931914
1.75,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1941,2760,9.1458018508
2.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1970,1920,8.2940496401
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1914,1620,8.6995147482
2.5,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1957,2390,9.3743282221
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1910,1760,8.3138522674
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1977,1200,8.9859460388
1.5,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1949,1220,9.0951539622
1.75,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1916,1680,8.5369958187
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1939,1250,9.2693637124
1,1.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1925,1170,8.9423301993
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1999,1490,8.3893598199
2.5,1,1,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1957,2730,10.17823635
3.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2001,2180,8.1256309885
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1986,1150,9.6566274746
2.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1967,2090,9.3413686344
1.5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2004,1307,7.1163941441
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1976,1390,9.3615151998
2.5,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2002,1640,8.2940496401
3.25,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1965,2220,8.2940496401
2.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1940,1380,8.7609233763
2.75,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1978,2390,9.3246507182
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1968,1800,9.7981270369
2.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1975,2230,9.1673284814
3.5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2001,4190,9.5208352425
2.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,3250,8.8987753591
2.75,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,2870,8.8199609013
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,2430,9.015662793
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1967,1820,9.5432347872
1.75,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1958,2140,9.3896574197
2.5,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1965,3180,9.4965713922
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1992,2900,10.451290991
2.5,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1979,2670,9.9789196477
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1977,2400,9.2465758646
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1976,2300,9.3544407159
1,1.5,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1905,1500,8.5171931914
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1953,1170,8.5762165319
2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1950,2180,9.3934949151
1.75,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1958,2910,9.2873014131
1.75,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1967,1350,9.1160296925
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1981,1210,9.4030247158
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,2440,9.0823933576
1.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1954,1300,9.0006065076
2.25,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1937,1120,9.0169983119
2.25,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1937,1120,9.0169983119
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1911,1300,8.3138522674
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2007,2510,7.903965634
1.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1978,1720,9.0888504744
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1950,1280,8.6827076299
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1983,1590,8.9226582995
1.75,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1976,2460,9.1897294181
2.25,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1992,1560,9.3447838485
2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1934,2030,10.081633738
1.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1977,2360,8.9931788923
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1974,2020,9.0533356232
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1997,2210,9.7354830163
2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1995,2290,10.912995366
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1925,950,8.2940496401
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2003,2010,8.3882228101
1.5,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1940,2210,8.7387354614
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1970,1450,8.7993600832
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1952,1150,8.8404354393
1.75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1911,1390,8.1886891244
3.5,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1981,3270,9.1786432852
2.25,2,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1991,3220,8.4118326758
1.5,2.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1918,1480,8.2940496401
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1996,2560,10.41454315
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2008,1210,7.1823521119
2.25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1961,2360,9.1966470448
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1987,2240,9.0710783046
2,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1912,1390,8.2940496401
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1955,1370,9.2053278302
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1910,1520,7.9634600666
4.25,1.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1905,3150,9.0545049404
1.75,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1938,2030,8.9231914907
1.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2009,1180,6.7878449823
1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1911,1260,7.2806971954
2.75,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1966,2560,9.210740292
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1984,2380,11.053458133
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1969,1410,9.2039198042
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1980,1830,9.0636947916
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1982,3100,9.4471501141
1,1.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1952,1570,9.058121159
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1947,1180,8.2542687701
2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1958,1850,8.9489756078
2.5,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1967,3160,9.069237531
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1987,1380,8.4719865986
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,3150,9.4785337678
1,1.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1954,1220,8.9541569666
2.25,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1989,3000,10.516129418
4.25,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1999,3470,9.6928282477
3.25,2.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,1320,9.3822748359
1.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1988,1150,7.9996785795
2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1941,1320,8.794824928
2.75,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,2870,8.5231752631
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1992,1580,9.0959391117
1,1.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1932,1580,11.528099751
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,2095,8.6125033712
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1954,1810,8.9996193407
1.75,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1926,1600,8.0551577318
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1959,1800,9.2447417987
1.75,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1941,1630,8.6269440554
2.25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1975,2120,8.9871968207
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,1350,8.4071550862
3.5,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2008,1440,7.3447190541
2.25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1972,1870,9.3101857069
2,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1912,1860,8.3138522674
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1977,1780,9.2470579549
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1960,1610,10.225571052
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2006,1270,7.4489161025
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2005,1950,8.6411791712
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1993,1570,8.7928532886
2.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1979,1920,9.2808920279
1,1.5,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1988,2640,12.271129782
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1977,1330,8.8593634492
0.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1963,1170,9.6158054801
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1976,1930,9.1003022668
3.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,1980,8.0709060888
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1996,1730,8.3911763508
2.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1962,1600,8.9758830608
2,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1975,2920,9.3045590472
2.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1984,2820,9.3467924951
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1941,1620,8.853665428
2.25,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1969,2060,9.0825070005
3.25,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1928,2100,8.2791897772
2.5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1994,2810,9.0279788144
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1995,3000,10.386438256
1,1.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1923,1820,8.5941542326
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2002,2740,8.5261529328
2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2003,1260,7.1793079695
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,2670,10.377545452
3.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1997,3680,9.5809379448
1.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2007,1360,7.4312996752
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1979,1850,8.9021834463
1.75,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1942,1180,8.7064903619
2.25,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1995,1654,9.0453477973
1.75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1960,1630,9.0179684793
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1917,1470,8.6995147482
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1985,1410,9.1275020937
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1946,1800,8.3893598199
3.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2007,1000,7.4826818282
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1943,1100,8.5486918585
1.5,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1962,1730,8.9489756078
1.75,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,1520,9.6973854671
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1958,1340,9.0960512256
2.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1983,1860,8.7188270592
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2005,1320,7.83715965
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,2820,8.4446224986
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1951,1850,9.0229258681
2.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1979,1980,11.23000537
3,1.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1900,1290,8.1432267504
3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,2260,9.2262137211
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1977,1660,9.3553061422
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1963,1730,9.1901376647
2.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,2840,9.2562693039
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1959,2140,8.8871002041
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1982,1650,9.1083076464
2,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1920,1390,8.5954496894
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,2740,10.417717375
1.75,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1953,1590,8.9437672627
2.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1986,2290,9.014690385
2.25,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1974,2360,9.1417402805
1.75,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1909,1500,8.2940496401
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1950,1840,9.3926619288
1.25,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1961,2560,9.2303390585
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1999,2120,8.1775158238
2.75,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,3080,9.4416901598
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,2590,8.5887693899
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1975,1360,8.9448111042
2.25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1977,1730,8.9618790127
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1942,1370,8.9483260463
2.5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2003,1365,7.0527210492
2.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1992,2130,9.0548554691
1,1.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1940,1460,8.9063934071
2.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1952,1520,8.8829467993
2,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1955,2580,9.2341545501
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1988,1590,8.9612377815
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1953,1170,8.8500876067
2.5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1991,1860,8.771680359
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1922,1300,8.0063675677
2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1988,2250,9.1642964335
2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1908,1650,8.4316353031
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2005,1930,8.8909612128
2.25,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2012,1677,8.2098524813
2,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1917,1350,8.5171931914
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2001,2500,8.4759544434
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1987,2610,8.9584114692
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1981,2140,8.988196321
3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1964,1810,8.9771464848
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1922,2230,8.4118326758
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,1490,8.7514744871
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,1930,8.7271299152
2.75,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1993,3330,9.9901238592
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1969,1330,8.8991849433
1.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1960,1140,8.5792285823
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1990,1880,8.8336084827
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1947,1380,8.5842909349
2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2003,1670,8.5564139046
2.5,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1981,3460,10.700408991
2.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1962,1950,8.9618790127
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1999,2170,8.6053872022
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1949,1502,8.8243837303
1.75,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1920,1420,8.3428398043
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1950,1660,9.6404980927
2.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1977,1780,8.9494949535
2.25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1977,2030,9.0895277518
1.75,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1936,2300,8.6995147482
2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1944,1440,8.3546742619
3.25,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1983,3440,10.463703161
2.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1992,2730,9.1775072149
4.5,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2008,4100,11.335340672
1.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1974,2200,9.2088392458
2.75,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1961,2790,9.2173159857
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1969,1750,9.3622027213
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1926,1790,8.9833142934
3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1951,1470,8.9127426347
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1942,990,8.5659833556
1,1,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1908,2440,9.3802519087
2.5,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,2390,9.3284789
1.5,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1929,1940,8.2940496401
2.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1962,1340,8.3138522674
2.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1962,1340,8.3138522674
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1962,1400,9.1132786591
2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1969,2110,9.3673441208
2.75,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,2890,9.1544047396
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1952,2600,9.7721822518
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1976,1460,8.9306264692
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2002,1600,8.055792451
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1973,1200,9.1706635548
1.75,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1924,2120,7.9380887269
4.5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2004,4750,9.5033084489
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2011,1580,7.6187423777
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1960,1490,9.2873014131
2.5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1995,3000,9.021719013
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2960,8.5869058038
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1947,1270,9.2301429993
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1992,2410,9.1466548203
3.25,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1988,2360,8.9401052131
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1950,1100,9.0563730087
4.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2004,3950,9.413281216
1.75,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,5790,9.5258078304
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1963,1650,8.9701778155
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1944,760,8.5251613611
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1910,1730,9.4439885559
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1959,1380,8.7483049124
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1953,1500,8.7541607493
